ID_MISSION,TYPE_MISSION,VILLE_DEPART,VILLE_DESTINATION,TRANSPORT,ALLER_RETOUR,IMPACT_CARBONE
BERLIN_2026062016,Conference,Berlin,Lille,Avion,oui,0.21625642712175583
BERLIN_2026062017,Development,Berlin,Los Angeles,Avion,oui,1.4294535640093204
BERLIN_2026062018,Conference,Berlin,Bordeaux,Avion,oui,0.26659979154891283
BERLIN_2026062019,Business Meeting,Berlin,Rio de Janeiro,Avion,oui,1.5359830136722428
BERLIN_2026062020,Internal Meeting,Berlin,London,Avion,oui,0.2646797773164078
BERLIN_2026062021,Development,Berlin,Lille,Avion,oui,0.21625642712175583
BERLIN_2026062022,Development,Berlin,Marseille,Avion,oui,0.23943933164074335
BERLIN_2026062023,Internal Meeting,Berlin,Alger,Avion,oui,0.37825039635950586
LONDON_202606200,Business Meeting,London,Bogota,Avion,oui,1.305914171107785
LONDON_202606201,Training,London,Mexico,Avion,oui,1.3438348114697487
LONDON_202606202,Internal Meeting,London,Rabat,Avion,oui,0.39512263508330325
LONDON_202606203,Conference,London,Sidney,Avion,oui,2.59752122589613
LONDON_202606204,Training,London,Dubaï,Avion,oui,0.8462864062221045
LONDON_202606205,Development,London,Mexico,Avion,oui,1.3438348114697487
LONDON_202606206,Conference,London,Mexico,Avion,oui,1.3438348114697487
LONDON_202606207,Training,London,Oslo,Avion,oui,0.23341689455796424
LONDON_202606208,Development,Paris,Marseille,Avion,oui,0.19486719622262397
LONDON_202606209,Development,London,Stockholm,Avion,oui,0.2856740096546725
LONDON_2026062010,Conference,London,Mexico,Avion,oui,1.3438348114697487
LONDON_2026062011,Training,London,London,Transports en commun,oui,0.00032
LONDON_2026062012,Business Meeting,London,Rio de Janeiro,Avion,non,1.4249159912105867
LONDON_2026062013,Development,London,Stockholm,Avion,oui,0.2856740096546725
LONDON_2026062014,Business Meeting,London,Melbourne,Avion,oui,2.583802037335948
LONDON_2026062015,Internal Meeting,London,Pekin,Avion,oui,1.2517376203157784
LONDON_2026062016,Business Meeting,London,Lille,Avion,oui,0.08722071305468451
LONDON_2026062017,Development,London,Alger,Avion,oui,0.32773676062467577
LONDON_2026062018,Training,London,Oslo,Avion,oui,0.23341689455796424
LONDON_2026062019,Business Meeting,London,Osaka,Avion,oui,1.4583397618729064
LONDON_2026062020,Training,London,Los Angeles,Avion,non,1.345263111598265
LONDON_2026062021,Business Meeting,London,Sidney,Avion,oui,2.59752122589613
LONDON_2026062022,Conference,London,Stockholm,Avion,oui,0.2856740096546725
LONDON_2026062023,Training,London,Berlin,Avion,oui,0.2646797773164078
LONDON_2026062024,Training,London,Washington,Avion,oui,0.911006281280688
LONDON_2026062025,Conference,London,Pekin,Avion,oui,1.2517376203157784
LONDON_2026062026,Training,London,Melbourne,Avion,oui,2.583802037335948
LONDON_2026062027,Conference,London,Buenos Aires,Avion,oui,1.706002999032621
LONDON_2026062028,Training,London,Sao Paulo,Avion,oui,1.458048632422034
LONDON_2026062029,Development,London,Dubaï,Avion,oui,0.8462864062221045
LONDON_2026062030,Training,London,Washington,Avion,non,0.911006281280688
LONDON_2026062031,Business Meeting,London,Rabat,Avion,oui,0.39512263508330325
LONDON_2026062032,Development,London,Rabat,Avion,oui,0.39512263508330325
LONDON_2026062033,Conference,London,Osaka,Avion,oui,1.4583397618729064
LONDON_2026062034,Training,Shanghai,Wellington,Avion,oui,1.4951151246865824
LA_202606200,Internal Meeting,Paris,Osaka,Avion,oui,1.4788066446118548
LA_202606201,Business Meeting,Los Angeles,Mexico,Avion,non,0.38320138291896094
LA_202606202,Training,Los Angeles,Bordeaux,Avion,oui,1.4170327658036175
LA_202606203,Development,Los Angeles,Marseille,Avion,oui,1.4869533038903642
LA_202606204,Development,Los Angeles,Marseille,Avion,non,1.4869533038903642
LA_202606205,Development,Los Angeles,Buenos Aires,Avion,oui,1.5119532616612168
LA_202606206,Training,Los Angeles,Helsinki,Avion,non,1.3841106789418138
LA_202606207,Internal Meeting,Los Angeles,Compiègne,Avion,oui,1.3925860488146178
LA_202606208,Training,Los Angeles,Dubaï,Avion,non,2.0493842213954947
LA_202606209,Conference,Los Angeles,Vancouver,Avion,oui,0.34272661539320814
LA_2026062010,Internal Meeting,Los Angeles,Shanghai,Avion,oui,1.600472390929126
LA_2026062011,Conference,Los Angeles,Washington,Train,oui,0.0177216764733492
LA_2026062012,Business Meeting,Los Angeles,Dubaï,Avion,oui,2.0493842213954947
LA_2026062013,Development,Los Angeles,Mexico,Avion,oui,0.38320138291896094
LA_2026062014,Development,Los Angeles,Montreal,Avion,oui,0.6173693492873022
LA_2026062015,Internal Meeting,Los Angeles,Sao Paulo,Avion,oui,1.520210334023299
LA_2026062016,Development,Los Angeles,Sidney,Avion,oui,1.8496576605277766
LA_2026062017,Business Meeting,Los Angeles,Bogota,Avion,oui,0.8657447149167741
NewYork_202606200,Internal Meeting,New-York,Compiègne,Avion,non,0.9030591958502655
NewYork_202606201,Development,New-York,Wellington,Avion,oui,2.2037547203645382
NewYork_202606202,Business Meeting,New-York,Osaka,Avion,oui,1.7021198028261946
NewYork_202606203,Development,Paris,Rabat,Avion,oui,0.3572164423320607
NewYork_202606204,Internal Meeting,New-York,Vancouver,Avion,oui,0.607858339204978
NewYork_202606205,Development,New-York,Rabat,Avion,non,0.901784040037043
NewYork_202606206,Development,New-York,Stockholm,Avion,oui,0.9751235348104391
NewYork_202606207,Conference,Shanghai,Tunis,Avion,oui,1.5143579443135426
NewYork_202606208,Training,New-York,Buenos Aires,Avion,oui,1.310496191822683
NewYork_202606209,Development,Los Angeles,Osaka,Avion,oui,1.4112512677938975
NewYork_2026062010,Business Meeting,Shanghai,Melbourne,Avion,oui,1.2388684447945475
NewYork_2026062011,Conference,New-York,New-York,Transports en commun,oui,0.00032
NewYork_2026062012,Internal Meeting,New-York,Alger,Avion,oui,0.998761614561318
NewYork_2026062013,Business Meeting,New-York,New-York,Taxi,oui,0.0019968
NewYork_2026062014,Training,New-York,Rabat,Avion,oui,0.901784040037043
NewYork_2026062015,Conference,New-York,Lima,Avion,non,0.9074036236801507
NewYork_2026062016,Internal Meeting,New-York,Oslo,Avion,oui,0.9134075588093487
NewYork_2026062017,Internal Meeting,Shanghai,Shanghai,Transports en commun,oui,0.00032
NewYork_2026062018,Business Meeting,New-York,Osaka,Avion,oui,1.7021198028261946
NewYork_2026062019,Internal Meeting,New-York,Los Angeles,Train,oui,0.01889087659685161
NewYork_2026062020,Training,New-York,Washington,Train,oui,0.0015762541967073106
NewYork_2026062021,Training,New-York,New-York,Transports en commun,oui,0.00032
NewYork_2026062022,Development,New-York,Compiègne,Avion,oui,0.9030591958502655
NewYork_2026062023,Development,New-York,Rio de Janeiro,Avion,oui,1.1936436319563202
NewYork_2026062024,Business Meeting,New-York,Lille,Avion,oui,0.8979777320096011
NewYork_2026062025,Conference,New-York,Dubaï,Avion,oui,1.687501204543864
Paris_202606200,Conference,Paris,Berlin,Avion,oui,0.2508157264356068
Paris_202606201,Training,Paris,Washington,Avion,oui,0.9515926527898403
Paris_202606202,Training,Paris,Lima,Avion,non,1.572927709365489
Paris_202606203,Training,Paris,Rabat,Avion,non,0.3572164423320607
Paris_202606204,Training,Paris,Bordeaux,Train,oui,0.0023930259247036704
Paris_202606205,Development,Paris,Los Angeles,Avion,oui,1.395415044789705
Paris_202606206,Training,Paris,Osaka,Avion,oui,1.4788066446118548
Paris_202606207,Training,Paris,Lima,Avion,non,1.572927709365489
Paris_202606208,Business Meeting,Paris,Berlin,Avion,oui,0.2508157264356068
Paris_202606209,Business Meeting,Paris,Lima,Avion,oui,1.572927709365489
Paris_2026062010,Training,Paris,Sao Paulo,Avion,oui,1.4434630517516773
Paris_2026062011,Business Meeting,Paris,Osaka,Avion,oui,1.4788066446118548
Paris_2026062012,Conference,Paris,Melbourne,Avion,oui,2.566770544094725
Paris_2026062013,Internal Meeting,Paris,Sao Paulo,Avion,oui,1.4434630517516773
Paris_2026062014,Development,Paris,London,Avion,oui,0.11318954553164326
Paris_2026062015,Internal Meeting,Paris,Osaka,Avion,oui,1.4788066446118548
Paris_2026062016,Business Meeting,Paris,Dubaï,Avion,oui,0.811886676556389
Paris_2026062017,Conference,Shanghai,Berlin,Avion,oui,1.2908874210723222
Paris_2026062018,Training,Paris,Rabat,Avion,oui,0.3572164423320607
Paris_2026062019,Conference,Paris,Lille,Avion,oui,0.07735254222921424
Paris_2026062020,Internal Meeting,Shanghai,Rio de Janeiro,Avion,oui,2.7870907514863834
Paris_2026062021,Internal Meeting,Paris,Sidney,Avion,oui,2.5924955976413657
Paris_2026062022,Business Meeting,Paris,Tokyo,Avion,oui,1.4913752121684454
Paris_2026062023,Development,Paris,Dubaï,Avion,non,0.811886676556389
Paris_2026062024,Training,Paris,Stockholm,Avion,oui,0.3064524506233772
Paris_2026062025,Business Meeting,Paris,Vancouver,Avion,oui,1.2186899748696762
Paris_2026062026,Business Meeting,Paris,Los Angeles,Avion,oui,1.395415044789705
Paris_2026062027,Development,Paris,Rabat,Avion,oui,0.3572164423320607
Paris_2026062028,Business Meeting,Paris,Helsinki,Avion,oui,0.3747427088664133
Paris_2026062029,Development,Paris,Washington,Avion,oui,0.9515926527898403
Paris_2026062030,Internal Meeting,Paris,Dubaï,Avion,oui,0.811886676556389
Paris_2026062031,Business Meeting,Paris,Rabat,Avion,non,0.3572164423320607
Paris_2026062032,Internal Meeting,Paris,Montreal,Avion,oui,0.8512182357438587
Paris_2026062033,Training,Paris,Lima,Avion,non,1.572927709365489
Paris_2026062034,Conference,Paris,Shanghai,Avion,oui,1.4223876481580384
Paris_2026062035,Training,Paris,Washington,Avion,oui,0.9515926527898403
Paris_2026062036,Training,Paris,Sidney,Avion,oui,2.5924955976413657
Paris_2026062037,Conference,Paris,Sao Paulo,Avion,oui,1.4434630517516773
Shanghai_202606200,Development,Shanghai,Oslo,Avion,oui,1.243671863305568
Shanghai_202606201,Business Meeting,Paris,Berlin,Avion,oui,0.2508157264356068
Shanghai_202606202,Development,Shanghai,Alger,Avion,oui,1.5505915132664359
Shanghai_202606203,Training,Shanghai,Montreal,Avion,oui,1.7394202362904245
Shanghai_202606204,Conference,Shanghai,London,Avion,oui,1.4123024771156072
Shanghai_202606205,Training,New-York,Lima,Avion,oui,0.9074036236801507
Shanghai_202606206,Training,Shanghai,Bordeaux,Avion,oui,1.4930893790692807
Shanghai_202606207,Training,Shanghai,Rio de Janeiro,Avion,oui,2.7870907514863834
Shanghai_202606208,Conference,Shanghai,Bordeaux,Avion,oui,1.4930893790692807
Shanghai_202606209,Training,Shanghai,Lima,Avion,oui,2.6227331751225025
Shanghai_2026062010,Training,Paris,Tunis,Avion,oui,0.34834836520291734
Shanghai_2026062011,Conference,Shanghai,Tokyo,Avion,oui,0.34775248771696393
BERLIN_202606210,Internal Meeting,Berlin,Tokyo,Avion,oui,1.3704668666094826
BERLIN_202606211,Business Meeting,Berlin,Vancouver,Avion,oui,1.2271526170062694
BERLIN_202606212,Development,Berlin,Rio de Janeiro,Avion,oui,1.5359830136722428
BERLIN_202606213,Conference,Berlin,Wellington,Avion,oui,2.7714843516316483
BERLIN_202606214,Conference,Berlin,Auckland,Avion,oui,2.7120891567911634
BERLIN_202606215,Conference,Berlin,Mexico,Avion,oui,1.4586820075511415
BERLIN_202606216,Conference,Berlin,New-York,Avion,oui,0.984889681053484
LONDON_202606210,Business Meeting,London,Buenos Aires,Avion,non,1.706002999032621
LONDON_202606211,Development,London,Los Angeles,Avion,oui,1.345263111598265
LONDON_202606212,Internal Meeting,London,Shanghai,Avion,oui,1.4123024771156072
LONDON_202606213,Training,London,Sao Paulo,Avion,oui,1.458048632422034
LONDON_202606214,Conference,London,Lima,Avion,oui,1.5601955023922407
LONDON_202606215,Training,Paris,Sidney,Avion,oui,2.5924955976413657
LONDON_202606216,Internal Meeting,London,Compiègne,Avion,oui,0.10514263321140531
LONDON_202606217,Development,London,Rabat,Avion,oui,0.39512263508330325
LONDON_202606218,Development,London,Helsinki,Avion,oui,0.3582973678914279
LONDON_202606219,Conference,London,Bordeaux,Avion,non,0.21594706427273094
LONDON_2026062110,Conference,London,Bordeaux,Avion,oui,0.21594706427273094
LONDON_2026062111,Internal Meeting,London,Berlin,Avion,oui,0.2646797773164078
LONDON_2026062112,Internal Meeting,London,Auckland,Avion,oui,2.8015700537607446
LONDON_2026062113,Internal Meeting,London,Melbourne,Avion,oui,2.583802037335948
LONDON_2026062114,Development,London,Berlin,Avion,non,0.2646797773164078
LONDON_2026062115,Business Meeting,Paris,Wellington,Avion,oui,2.900334109892404
LONDON_2026062116,Development,London,Mexico,Avion,oui,1.3438348114697487
LONDON_2026062117,Development,London,Washington,Avion,oui,0.911006281280688
LONDON_2026062118,Training,London,Wellington,Avion,oui,2.874209916003012
LONDON_2026062119,Internal Meeting,London,Wellington,Avion,oui,2.874209916003012
LONDON_2026062120,Development,London,Auckland,Avion,oui,2.8015700537607446
LONDON_2026062121,Internal Meeting,London,Buenos Aires,Avion,non,1.706002999032621
LONDON_2026062122,Development,London,Pekin,Avion,oui,1.2517376203157784
LONDON_2026062123,Internal Meeting,London,Bordeaux,Avion,oui,0.21594706427273094
LONDON_2026062124,Internal Meeting,London,Berlin,Avion,oui,0.2646797773164078
LONDON_2026062125,Development,London,London,Transports en commun,oui,0.00032
LONDON_2026062126,Conference,London,Washington,Avion,oui,0.911006281280688
LONDON_2026062127,Internal Meeting,London,Wellington,Avion,oui,2.874209916003012
LONDON_2026062128,Conference,London,Melbourne,Avion,oui,2.583802037335948
LONDON_2026062129,Internal Meeting,London,Wellington,Avion,oui,2.874209916003012
LONDON_2026062130,Development,London,Rio de Janeiro,Avion,oui,1.4249159912105867
LA_202606210,Conference,Los Angeles,Helsinki,Avion,oui,1.3841106789418138
LA_202606211,Business Meeting,Los Angeles,Melbourne,Avion,non,1.9561326399590002
LA_202606212,Business Meeting,Los Angeles,Lima,Avion,oui,1.0367011522757683
LA_202606213,Conference,Los Angeles,Bogota,Avion,oui,0.8657447149167741
LA_202606214,Internal Meeting,Los Angeles,Montreal,Avion,non,0.6173693492873022
LA_202606215,Internal Meeting,Los Angeles,Berlin,Avion,oui,1.4294535640093204
NewYork_202606210,Business Meeting,New-York,Sao Paulo,Avion,oui,1.1826559757271313
NewYork_202606211,Development,New-York,Lille,Avion,oui,0.8979777320096011
NewYork_202606212,Conference,New-York,Marseille,Avion,oui,0.9727721712159599
NewYork_202606213,Conference,New-York,Washington,Train,oui,0.0015762541967073106
NewYork_202606214,Internal Meeting,New-York,Washington,Avion,oui,0.10923366307301795
NewYork_202606215,Internal Meeting,New-York,Washington,Avion,oui,0.10923366307301795
NewYork_202606216,Conference,New-York,Los Angeles,Train,oui,0.01889087659685161
NewYork_202606217,Training,New-York,Pekin,Avion,oui,1.6847864622747322
NewYork_202606218,Business Meeting,Shanghai,Bordeaux,Avion,oui,1.4930893790692807
NewYork_202606219,Internal Meeting,New-York,Berlin,Avion,oui,0.984889681053484
NewYork_2026062110,Development,New-York,Auckland,Avion,oui,2.1719363105000955
NewYork_2026062111,Internal Meeting,New-York,Helsinki,Avion,oui,1.0205069146233336
NewYork_2026062112,Training,New-York,Bogota,Avion,oui,0.6239028299151334
NewYork_2026062113,Business Meeting,New-York,Mexico,Avion,oui,0.6204535232348771
NewYork_2026062114,Conference,New-York,Helsinki,Avion,oui,1.0205069146233336
NewYork_2026062115,Development,New-York,Rio de Janeiro,Avion,oui,1.1936436319563202
NewYork_2026062116,Training,New-York,Bordeaux,Avion,non,0.8962776787694506
NewYork_2026062117,Internal Meeting,New-York,Pekin,Avion,oui,1.6847864622747322
NewYork_2026062118,Business Meeting,New-York,Oslo,Avion,oui,0.9134075588093487
NewYork_2026062119,Training,New-York,Marseille,Avion,oui,0.9727721712159599
NewYork_2026062120,Conference,New-York,Rabat,Avion,non,0.901784040037043
NewYork_2026062121,Internal Meeting,New-York,Stockholm,Avion,oui,0.9751235348104391
NewYork_2026062122,Internal Meeting,New-York,Shanghai,Avion,oui,1.8169194861576556
NewYork_2026062123,Conference,New-York,Dubaï,Avion,oui,1.687501204543864
NewYork_2026062124,Internal Meeting,New-York,Melbourne,Avion,oui,2.548619801766167
NewYork_2026062125,Training,New-York,Berlin,Avion,oui,0.984889681053484
NewYork_2026062126,Conference,New-York,Bordeaux,Avion,oui,0.8962776787694506
NewYork_2026062127,Training,New-York,Los Angeles,Train,oui,0.01889087659685161
NewYork_2026062128,Conference,New-York,Marseille,Avion,non,0.9727721712159599
NewYork_2026062129,Conference,New-York,Los Angeles,Avion,oui,0.6126510922336345
NewYork_2026062130,Business Meeting,New-York,Montreal,Avion,oui,0.16224264853993534
NewYork_2026062131,Development,New-York,Melbourne,Avion,non,2.548619801766167
Paris_202606210,Development,Paris,Pekin,Avion,oui,1.2633382822788028
Paris_202606211,Development,Paris,Alger,Avion,oui,0.2691921196053137
Paris_202606212,Internal Meeting,Paris,Auckland,Avion,non,2.833447079673439
Paris_202606213,Development,Paris,Melbourne,Avion,oui,2.566770544094725
Paris_202606214,Development,Paris,Auckland,Avion,non,2.833447079673439
Paris_202606215,Conference,Paris,Dubaï,Avion,non,0.811886676556389
Paris_202606216,Business Meeting,Paris,Berlin,Avion,oui,0.2508157264356068
Paris_202606217,Development,Paris,Melbourne,Avion,oui,2.566770544094725
Paris_202606218,Development,Paris,Lille,Taxi,oui,0.10224417473187503
Paris_202606219,Development,Paris,Alger,Avion,oui,0.2691921196053137
Paris_2026062110,Conference,Paris,Oslo,Avion,oui,0.2687199100657109
Paris_2026062111,Business Meeting,Paris,Bordeaux,Taxi,oui,0.24887469616918176
Shanghai_202606210,Internal Meeting,Shanghai,Helsinki,Avion,non,1.1355649853358931
Shanghai_202606211,Conference,Shanghai,Rabat,Avion,oui,1.6806601318820653
Shanghai_202606212,Training,Shanghai,Oslo,Avion,non,1.243671863305568
Shanghai_202606213,Internal Meeting,Shanghai,Buenos Aires,Avion,oui,2.9995995303516705
Shanghai_202606214,Business Meeting,Shanghai,Tokyo,Avion,oui,0.34775248771696393
Shanghai_202606215,Development,Shanghai,Los Angeles,Avion,oui,1.600472390929126
Shanghai_202606216,Business Meeting,Shanghai,Montreal,Avion,oui,1.7394202362904245
BERLIN_202606220,Conference,Berlin,Wellington,Avion,oui,2.7714843516316483
BERLIN_202606221,Training,Berlin,Melbourne,Avion,oui,2.4424900332385766
BERLIN_202606222,Internal Meeting,Berlin,Melbourne,Avion,non,2.4424900332385766
BERLIN_202606223,Conference,Berlin,Berlin,Transports en commun,oui,0.00032
BERLIN_202606224,Internal Meeting,Berlin,Alger,Avion,oui,0.37825039635950586
BERLIN_202606225,Conference,Berlin,New-York,Avion,oui,0.984889681053484
BERLIN_202606226,Internal Meeting,Berlin,Tokyo,Avion,oui,1.3704668666094826
BERLIN_202606227,Development,Berlin,Oslo,Avion,oui,0.2408317161090215
BERLIN_202606228,Development,Berlin,Melbourne,Avion,oui,2.4424900332385766
BERLIN_202606229,Training,Paris,Dubaï,Avion,oui,0.811886676556389
BERLIN_2026062210,Internal Meeting,Berlin,Shanghai,Avion,oui,1.2908874210723222
BERLIN_2026062211,Development,Berlin,Oslo,Avion,oui,0.2408317161090215
BERLIN_2026062212,Training,Berlin,Shanghai,Avion,oui,1.2908874210723222
BERLIN_2026062213,Development,Berlin,Helsinki,Avion,oui,0.22456195078855723
BERLIN_2026062214,Training,Berlin,Wellington,Avion,oui,2.7714843516316483
BERLIN_2026062215,Business Meeting,Berlin,Bogota,Avion,oui,1.447284245756637
BERLIN_2026062216,Business Meeting,Berlin,Berlin,Transports en commun,oui,0.00032
BERLIN_2026062217,Conference,Berlin,Washington,Avion,oui,1.0344617760638948
BERLIN_2026062218,Business Meeting,Berlin,Shanghai,Avion,oui,1.2908874210723222
BERLIN_2026062219,Training,Berlin,Bogota,Avion,oui,1.447284245756637
BERLIN_2026062220,Training,Berlin,Auckland,Avion,oui,2.7120891567911634
BERLIN_2026062221,Conference,Berlin,Stockholm,Avion,oui,0.23365209633025752
BERLIN_2026062222,Business Meeting,New-York,Sao Paulo,Avion,oui,1.1826559757271313
BERLIN_2026062223,Business Meeting,Berlin,Berlin,Transports en commun,non,0.00032
BERLIN_2026062224,Business Meeting,Berlin,Auckland,Avion,non,2.7120891567911634
BERLIN_2026062225,Conference,Shanghai,Rio de Janeiro,Avion,non,2.7870907514863834
BERLIN_2026062226,Development,Berlin,Tokyo,Avion,oui,1.3704668666094826
BERLIN_2026062227,Development,Berlin,Washington,Avion,oui,1.0344617760638948
LONDON_202606220,Training,London,Pekin,Avion,oui,1.2517376203157784
LONDON_202606221,Training,London,London,Transports en commun,oui,0.00032
LONDON_202606222,Conference,London,Pekin,Avion,oui,1.2517376203157784
LONDON_202606223,Training,London,Mexico,Avion,non,1.3438348114697487
LONDON_202606224,Conference,London,Berlin,Avion,oui,0.2646797773164078
LONDON_202606225,Training,London,Melbourne,Avion,oui,2.583802037335948
LONDON_202606226,Conference,London,Alger,Avion,oui,0.32773676062467577
LONDON_202606227,Conference,London,Bogota,Avion,oui,1.305914171107785
LONDON_202606228,Internal Meeting,London,Oslo,Avion,oui,0.23341689455796424
LONDON_202606229,Training,London,Oslo,Avion,oui,0.23341689455796424
LONDON_2026062210,Internal Meeting,London,Tokyo,Avion,non,1.4679579183331481
LONDON_2026062211,Development,London,Osaka,Avion,oui,1.4583397618729064
LONDON_2026062212,Conference,London,Melbourne,Avion,oui,2.583802037335948
LONDON_2026062213,Development,London,New-York,Avion,oui,0.8611147885052602
LONDON_2026062214,Conference,Paris,Los Angeles,Avion,oui,1.395415044789705
LONDON_2026062215,Internal Meeting,London,Stockholm,Avion,oui,0.2856740096546725
LONDON_2026062216,Conference,London,Alger,Avion,oui,0.32773676062467577
LONDON_2026062217,Conference,Paris,Bordeaux,Avion,oui,0.15313514345282228
LONDON_2026062218,Development,London,Dubaï,Avion,oui,0.8462864062221045
LONDON_2026062219,Internal Meeting,London,Bogota,Avion,oui,1.305914171107785
LONDON_2026062220,Development,London,Auckland,Avion,oui,2.8015700537607446
LONDON_2026062221,Internal Meeting,London,Osaka,Avion,oui,1.4583397618729064
LONDON_2026062222,Conference,Paris,Lille,Avion,oui,0.07735254222921424
LONDON_2026062223,Development,London,Melbourne,Avion,oui,2.583802037335948
LONDON_2026062224,Training,London,Sao Paulo,Avion,oui,1.458048632422034
LONDON_2026062225,Development,London,Marseille,Avion,oui,0.20508872977185863
LONDON_2026062226,Development,London,Montreal,Avion,oui,0.8080157246730256
LONDON_2026062227,Internal Meeting,London,Berlin,Avion,oui,0.2646797773164078
LONDON_2026062228,Training,London,Oslo,Avion,oui,0.23341689455796424
LONDON_2026062229,Conference,London,Melbourne,Avion,oui,2.583802037335948
LONDON_2026062230,Development,London,Lima,Avion,non,1.5601955023922407
LONDON_2026062231,Training,London,Shanghai,Avion,oui,1.4123024771156072
LONDON_2026062232,Conference,New-York,Rio de Janeiro,Avion,oui,1.1936436319563202
LONDON_2026062233,Conference,London,Oslo,Avion,oui,0.23341689455796424
LA_202606220,Conference,Los Angeles,Montreal,Avion,oui,0.6173693492873022
LA_202606221,Conference,Los Angeles,Pekin,Avion,non,1.5439352100455292
LA_202606222,Internal Meeting,Paris,Melbourne,Avion,oui,2.566770544094725
LA_202606223,Development,Los Angeles,Bogota,Avion,oui,0.8657447149167741
LA_202606224,Development,Los Angeles,Rabat,Avion,oui,1.474800286459264
LA_202606225,Internal Meeting,Los Angeles,Alger,Avion,oui,1.5448563309532
LA_202606226,Internal Meeting,Los Angeles,Sidney,Avion,non,1.8496576605277766
LA_202606227,Development,Los Angeles,Auckland,Avion,oui,1.6099723083620663
LA_202606228,Development,Los Angeles,Pekin,Avion,oui,1.5439352100455292
NewYork_202606220,Training,New-York,Stockholm,Avion,oui,0.9751235348104391
NewYork_202606221,Conference,New-York,Tokyo,Avion,oui,1.6632323701187266
NewYork_202606222,Development,New-York,Vancouver,Avion,oui,0.607858339204978
NewYork_202606223,Internal Meeting,New-York,Rabat,Avion,oui,0.901784040037043
NewYork_202606224,Conference,New-York,Compiègne,Avion,non,0.9030591958502655
NewYork_202606225,Conference,New-York,New-York,Transports en commun,oui,0.00032
NewYork_202606226,Development,New-York,Los Angeles,Avion,oui,0.6126510922336345
NewYork_202606227,Development,New-York,Sidney,Avion,oui,2.4447508211780637
NewYork_202606228,Training,New-York,Stockholm,Avion,oui,0.9751235348104391
NewYork_202606229,Internal Meeting,New-York,Lima,Avion,oui,0.9074036236801507
NewYork_2026062210,Development,New-York,Osaka,Avion,non,1.7021198028261946
NewYork_2026062211,Development,New-York,Pekin,Avion,oui,1.6847864622747322
NewYork_2026062212,Internal Meeting,Paris,Dubaï,Avion,oui,0.811886676556389
NewYork_2026062213,Conference,New-York,Shanghai,Avion,non,1.8169194861576556
NewYork_2026062214,Internal Meeting,New-York,New-York,Transports en commun,oui,0.00032
NewYork_2026062215,Training,New-York,Sidney,Avion,oui,2.4447508211780637
NewYork_2026062216,Business Meeting,New-York,Osaka,Avion,oui,1.7021198028261946
NewYork_2026062217,Internal Meeting,New-York,Marseille,Avion,oui,0.9727721712159599
NewYork_2026062218,Business Meeting,New-York,Bogota,Avion,oui,0.6239028299151334
NewYork_2026062219,Development,New-York,Rabat,Avion,oui,0.901784040037043
NewYork_2026062220,Internal Meeting,New-York,Montreal,Avion,oui,0.16224264853993534
NewYork_2026062221,Internal Meeting,New-York,Marseille,Avion,oui,0.9727721712159599
NewYork_2026062222,Business Meeting,New-York,Sidney,Avion,oui,2.4447508211780637
NewYork_2026062223,Business Meeting,New-York,Pekin,Avion,oui,1.6847864622747322
NewYork_2026062224,Internal Meeting,New-York,Washington,Train,oui,0.0015762541967073106
NewYork_2026062225,Training,New-York,Rio de Janeiro,Avion,oui,1.1936436319563202
NewYork_2026062226,Development,New-York,New-York,Transports en commun,oui,0.00032
NewYork_2026062227,Development,New-York,Auckland,Avion,oui,2.1719363105000955
NewYork_2026062228,Training,New-York,Pekin,Avion,oui,1.6847864622747322
NewYork_2026062229,Development,New-York,Washington,Avion,oui,0.10923366307301795
NewYork_2026062230,Business Meeting,New-York,Tokyo,Avion,oui,1.6632323701187266
NewYork_2026062231,Development,New-York,Vancouver,Avion,oui,0.607858339204978
NewYork_2026062232,Training,New-York,Pekin,Avion,oui,1.6847864622747322
NewYork_2026062233,Conference,New-York,Dubaï,Avion,oui,1.687501204543864
NewYork_2026062234,Training,New-York,Vancouver,Avion,oui,0.607858339204978
Paris_202606220,Development,Paris,Bordeaux,Avion,oui,0.15313514345282228
Paris_202606221,Training,Paris,Rio de Janeiro,Avion,oui,1.4081517422419538
Paris_202606222,Conference,Shanghai,Alger,Avion,oui,1.5505915132664359
Paris_202606223,Training,Paris,Tunis,Avion,oui,0.34834836520291734
Paris_202606224,Training,Paris,Vancouver,Avion,oui,1.2186899748696762
Paris_202606225,Conference,Paris,Auckland,Avion,oui,2.833447079673439
Paris_202606226,Development,Paris,Tokyo,Avion,oui,1.4913752121684454
Paris_202606227,Internal Meeting,Paris,Alger,Avion,oui,0.2691921196053137
Shanghai_202606220,Internal Meeting,Shanghai,Vancouver,Avion,oui,1.3864924401536767
Shanghai_202606221,Internal Meeting,Shanghai,Mexico,Avion,non,1.8924944102575025
Shanghai_202606222,Business Meeting,Shanghai,Lille,Avion,oui,1.396756559964023
Shanghai_202606223,Conference,Shanghai,Montreal,Avion,oui,1.7394202362904245
Shanghai_202606224,Business Meeting,Shanghai,Sidney,Avion,oui,1.212461805067038
Shanghai_202606225,Internal Meeting,Shanghai,Pekin,Train,oui,0.005125689076207684
Shanghai_202606226,Business Meeting,Shanghai,Sao Paulo,Avion,oui,2.8362472692793705
