ID_MATERIELINFO,TYPE,MODELE,IMPACT,ECRAN
Shanghai_MATERIEL_INFO_2026052413,station d'accueil,modèle par défaut,0.026,non
LONDON_MATERIEL_INFO_202605244,clavier,modèle par défaut,0.024,non
Shanghai_MATERIEL_INFO_2026052412,borne wifi,modèle par défaut,0.01,non
Paris_MATERIEL_INFO_202605240,borne wifi,modèle par défaut,0.01,non
Paris_MATERIEL_INFO_202605251,pc fixe,optiplex micro,0.174,non
LONDON_MATERIEL_INFO_202605251,pc fixe,elite mini,0.137,non
BERLIN_MATERIEL_INFO_202605252,pc fixe,elite mini,0.137,non
Shanghai_MATERIEL_INFO_202605251,pc fixe,elitedesk dm,0.23,non
Shanghai_MATERIEL_INFO_202605250,pc fixe,"elitedesk (tower, sff, one)",0.393,non
LA_MATERIEL_INFO_2026052510,pc fixe,"elitedesk (tower, sff, one)",0.393,non
LA_MATERIEL_INFO_202605257,pc fixe,"prodesk (tower, sff)",0.322,non
Shanghai_MATERIEL_INFO_2026052511,pc fixe,omen,0.29,non
LA_MATERIEL_INFO_202605259,pc fixe,rasberry pi 4,0.015,non
LA_MATERIEL_INFO_202605251,pc fixe,rasberry pi 4,0.015,non
Shanghai_MATERIEL_INFO_202605257,pc fixe,pc fixe (moy),0.3,non
Shanghai_MATERIEL_INFO_202605255,pc fixe tout-en-un,mac pro,0.9,non
BERLIN_MATERIEL_INFO_202605253,pc fixe tout-en-un,mac pro,0.9,non
BERLIN_MATERIEL_INFO_202605250,pc fixe tout-en-un,mac pro,0.9,non
NewYork_MATERIEL_INFO_202605250,pc portable,chromebook 11-13pouces,0.175,non
Shanghai_MATERIEL_INFO_202605259,pc portable,elitebook 6xx,0.175,non
Shanghai_MATERIEL_INFO_202605252,pc portable,probook,0.226,non
Shanghai_MATERIEL_INFO_2026052510,pc portable,latitude 5xxx,0.3,non
Shanghai_MATERIEL_INFO_202605254,pc portable,latitude 5xxx,0.3,non
BERLIN_MATERIEL_INFO_202605251,pc portable,precision 7xxx,0.304,non
LONDON_MATERIEL_INFO_202605253,pc portable,macbook air pre-retina,0.31,non
LA_MATERIEL_INFO_202605256,pc portable,macbook air retina,0.176,non
LA_MATERIEL_INFO_202605252,pc portable,macbook pro 13pouces,0.256,non
Paris_MATERIEL_INFO_202605252,pc portable,macbook pro 15/16pouces,0.33,non
Shanghai_MATERIEL_INFO_2026052513,pc portable,moyenne 17pouces,0.365,non
LA_MATERIEL_INFO_202605250,pc portable,moyenne 17pouces,0.365,non
LONDON_MATERIEL_INFO_202605252,ecran,32pouces et plus,0.59,non
Shanghai_MATERIEL_INFO_202605253,vidéo projecteur,transportable,0.094,non
LA_MATERIEL_INFO_202605255,tablette,modèle par défaut,0.15,non
LONDON_MATERIEL_INFO_202605250,imprimante,laser à poser (<40kg),0.43,non
LA_MATERIEL_INFO_202605253,clavier,modèle par défaut,0.024,non
Shanghai_MATERIEL_INFO_202605256,serveur,modèle par défaut,1.3,non
BERLIN_MATERIEL_INFO_202605254,serveur,noeud de calcul,1.3,non
Shanghai_MATERIEL_INFO_2026052512,disque dur,modèle par défaut,0.01,non
LA_MATERIEL_INFO_202605258,disque dur,modèle par défaut,0.01,non
BERLIN_MATERIEL_INFO_202605260,pc fixe tout-en-un,optiplex all-in-one 3xxx,0.241,non
BERLIN_MATERIEL_INFO_202605263,pc fixe,omen,0.29,non
BERLIN_MATERIEL_INFO_202605264,pc fixe tout-en-un,mac pro,0.9,non
LONDON_MATERIEL_INFO_202605264,vidéo projecteur,pour amphi,0.2,non
LONDON_MATERIEL_INFO_202605265,tablette,modèle par défaut,0.15,non
LONDON_MATERIEL_INFO_202605266,pc portable,precision 3xxx,0.266,non
LONDON_MATERIEL_INFO_202605267,pc portable,omen,0.356,non
LONDON_MATERIEL_INFO_202605268,pc fixe,wyse thin client,0.069,non
LONDON_MATERIEL_INFO_202605269,tablette,modèle par défaut,0.15,non
LONDON_MATERIEL_INFO_2026052612,pc fixe tout-en-un,optiplex all-in-one 3xxx,0.241,non
LA_MATERIEL_INFO_202605260,pc portable,omen,0.356,non
LA_MATERIEL_INFO_202605263,pc portable,chromebook 14-15pouces,0.17,non
LA_MATERIEL_INFO_202605264,pc fixe,"elitedesk (tower, sff, one)",0.393,non
LA_MATERIEL_INFO_202605265,ecran,jusqu'à 23pouces,0.35,non
LA_MATERIEL_INFO_202605266,pc portable,latitude 3xxx,0.22,non
NewYork_MATERIEL_INFO_202605261,pc portable,chromebook 11-13pouces,0.175,non
NewYork_MATERIEL_INFO_202605262,pc fixe,z,0.409,non
Paris_MATERIEL_INFO_202605260,ecran,24pouces-31pouces,0.43,non
Paris_MATERIEL_INFO_202605262,pc portable,moyenne 14/15pouces,0.294,non
Paris_MATERIEL_INFO_202605265,pc fixe,station de travail (moy),0.6,non
Paris_MATERIEL_INFO_202605266,pc fixe,pc fixe (moy),0.3,non
Paris_MATERIEL_INFO_202605267,telephone ip,modèle par défaut,0.017,non
Paris_MATERIEL_INFO_202605268,pc portable,modèle par défaut,0.26,non
Paris_MATERIEL_INFO_2026052610,pc portable,precision 3xxx,0.266,non
Paris_MATERIEL_INFO_2026052611,pc fixe,prodesk mini/dm,0.1,non
Paris_MATERIEL_INFO_2026052612,pc fixe tout-en-un,modèle par défaut,0.352,non
Paris_MATERIEL_INFO_2026052613,pc portable,latitude 5xxx,0.3,non
Shanghai_MATERIEL_INFO_202605260,pc fixe,omen,0.29,non
Shanghai_MATERIEL_INFO_202605261,pc fixe tout-en-un,optiplex all-in-one 3xxx,0.241,non
Shanghai_MATERIEL_INFO_202605262,pc portable,precision 5xxx,0.28,non
Shanghai_MATERIEL_INFO_202605263,pc fixe tout-en-un,imac 27pouces retina,0.45,non
Shanghai_MATERIEL_INFO_202605264,pc portable,zbook,0.303,non
Shanghai_MATERIEL_INFO_202605265,smartphone,modèle par défaut,0.063,non
Shanghai_MATERIEL_INFO_202605267,disque dur,modèle par défaut,0.01,non
Shanghai_MATERIEL_INFO_202605269,pc fixe,prodesk mini/dm,0.1,non
Shanghai_MATERIEL_INFO_2026052611,ecran,32pouces et plus,0.59,non
Paris_MATERIEL_INFO_202605276,pc fixe,mac mini,0.27,non
LA_MATERIEL_INFO_202605270,pc fixe,mac mini,0.27,non
Paris_MATERIEL_INFO_202605274,pc fixe,mac pro,0.9,non
NewYork_MATERIEL_INFO_202605271,pc fixe,elite mini,0.137,non
LA_MATERIEL_INFO_202605274,pc fixe,omen,0.29,non
NewYork_MATERIEL_INFO_202605272,pc fixe,z,0.409,non
LA_MATERIEL_INFO_202605276,pc portable,omen,0.356,non
Shanghai_MATERIEL_INFO_202605271,pc portable,chromebook 14-15pouces,0.17,non
LONDON_MATERIEL_INFO_202605272,pc portable,elitebook 6xx,0.175,non
NewYork_MATERIEL_INFO_202605277,pc portable,elitebook 8xx,0.29,non
NewYork_MATERIEL_INFO_202605275,pc portable,elitebook 8xx,0.29,non
LONDON_MATERIEL_INFO_202605271,pc portable,zbook studio,0.379,non
NewYork_MATERIEL_INFO_2026052712,pc portable,latitude 7xxx,0.264,non
Paris_MATERIEL_INFO_202605271,pc portable,macbook air pre-retina,0.31,non
LA_MATERIEL_INFO_202605277,pc portable,macbook air pre-retina,0.31,non
Shanghai_MATERIEL_INFO_202605276,pc portable,macbook air retina,0.176,non
Paris_MATERIEL_INFO_202605277,pc portable,macbook air retina,0.176,non
BERLIN_MATERIEL_INFO_202605270,pc portable,moyenne 13pouces,0.25,non
LA_MATERIEL_INFO_202605275,pc portable,moyenne 14/15pouces,0.294,non
NewYork_MATERIEL_INFO_2026052710,ecran,modèle par défaut,0.43,non
LA_MATERIEL_INFO_202605272,ecran,24pouces-31pouces,0.43,non
Paris_MATERIEL_INFO_202605278,ecran,32pouces et plus,0.59,non
NewYork_MATERIEL_INFO_202605279,ecran,32pouces et plus,0.59,non
BERLIN_MATERIEL_INFO_202605272,ecran,32pouces et plus,0.59,non
NewYork_MATERIEL_INFO_202605278,vidéo projecteur,modèle par défaut,0.094,non
Paris_MATERIEL_INFO_202605275,vidéo projecteur,transportable,0.094,non
Shanghai_MATERIEL_INFO_202605272,vidéo projecteur,pour salle,0.15,non
LONDON_MATERIEL_INFO_202605270,telephone ip,modèle par défaut,0.017,non
NewYork_MATERIEL_INFO_202605273,station d'accueil,modèle par défaut,0.026,non
LA_MATERIEL_INFO_202605273,serveur,serveur de stockage,2.5,non
NewYork_MATERIEL_INFO_2026052711,disque dur,modèle par défaut,0.01,non
BERLIN_MATERIEL_INFO_202605284,pc fixe,mac pro,0.9,non
NewYork_MATERIEL_INFO_202605284,pc fixe,"elite (tower, sff, one)",0.393,non
LONDON_MATERIEL_INFO_202605286,pc fixe,omen,0.29,non
LONDON_MATERIEL_INFO_202605281,pc fixe,pc fixe (moy),0.3,non
BERLIN_MATERIEL_INFO_202605283,pc fixe tout-en-un,optiplex all-in-one 5xxx,0.318,non
Paris_MATERIEL_INFO_202605282,pc fixe tout-en-un,mac pro,0.9,non
LONDON_MATERIEL_INFO_202605284,pc portable,chromebook 11-13pouces,0.175,non
NewYork_MATERIEL_INFO_202605285,pc portable,elitebook 8xx,0.29,non
NewYork_MATERIEL_INFO_202605283,pc portable,latitude 3xxx,0.22,non
Shanghai_MATERIEL_INFO_202605281,pc portable,precision 5xxx,0.28,non
LA_MATERIEL_INFO_202605285,pc portable,precision 5xxx,0.28,non
Paris_MATERIEL_INFO_202605281,pc portable,macbook air pre-retina,0.31,non
LA_MATERIEL_INFO_202605281,pc portable,macbook pro 13pouces,0.256,non
LA_MATERIEL_INFO_202605280,pc portable,macbook pro 13pouces,0.256,non
LONDON_MATERIEL_INFO_202605283,pc portable,macbook pro 15/16pouces,0.33,non
NewYork_MATERIEL_INFO_202605288,pc portable,moyenne 14/15pouces,0.294,non
BERLIN_MATERIEL_INFO_202605282,pc portable,moyenne 14/15pouces,0.294,non
BERLIN_MATERIEL_INFO_202605281,ecran,32pouces et plus,0.59,non
Shanghai_MATERIEL_INFO_202605282,vidéo projecteur,transportable,0.094,non
LA_MATERIEL_INFO_202605286,vidéo projecteur,transportable,0.094,non
Paris_MATERIEL_INFO_202605280,vidéo projecteur,pour salle,0.15,non
NewYork_MATERIEL_INFO_2026052810,tablette,modèle par défaut,0.15,non
NewYork_MATERIEL_INFO_202605286,tablette,modèle par défaut,0.15,non
LA_MATERIEL_INFO_202605284,imprimante,modèle par défaut,0.5,non
LONDON_MATERIEL_INFO_202605287,imprimante,laser a3 (>100kg),1.8,non
NewYork_MATERIEL_INFO_202605280,telephone ip,modèle par défaut,0.017,non
LONDON_MATERIEL_INFO_202605282,telephone ip,modèle par défaut,0.017,non
BERLIN_MATERIEL_INFO_202605290,pc fixe,optiplex micro,0.174,non
BERLIN_MATERIEL_INFO_202605294,souris,modèle par défaut,0.005,non
LONDON_MATERIEL_INFO_202605293,imprimante,laser a3 (40-99kg),0.96,non
LONDON_MATERIEL_INFO_202605295,pc fixe tout-en-un,optiplex all-in-one 7xxx,0.382,non
LONDON_MATERIEL_INFO_202605297,serveur,serveur de stockage,2.5,non
LONDON_MATERIEL_INFO_202605299,disque dur,modèle par défaut,0.01,non
LONDON_MATERIEL_INFO_2026052910,imprimante,modèle par défaut,0.5,non
LONDON_MATERIEL_INFO_2026052911,pc fixe,modèle par défaut,0.35,non
LONDON_MATERIEL_INFO_2026052912,pc portable,chromebook 14-15pouces,0.17,non
LA_MATERIEL_INFO_202605290,imprimante,laser a3 (>100kg),1.8,non
LA_MATERIEL_INFO_202605292,imprimante,laser à poser (<40kg),0.43,non
LA_MATERIEL_INFO_202605293,pc fixe,omen,0.29,non
LA_MATERIEL_INFO_202605294,station d'accueil,modèle par défaut,0.026,non
LA_MATERIEL_INFO_202605295,pc portable,chromebook 14-15pouces,0.17,non
LA_MATERIEL_INFO_202605296,pc portable,moyenne 17pouces,0.365,non
LA_MATERIEL_INFO_202605297,vidéo projecteur,pour salle,0.15,non
LA_MATERIEL_INFO_202605299,imprimante,modèle par défaut,0.5,non
LA_MATERIEL_INFO_2026052910,pc fixe tout-en-un,imac 21pouces retina,0.3,non
NewYork_MATERIEL_INFO_202605290,imprimante,laser a3 (>100kg),1.8,non
NewYork_MATERIEL_INFO_202605291,pc portable,zbook studio,0.379,non
NewYork_MATERIEL_INFO_202605295,pc portable,elitebook 8xx,0.29,non
NewYork_MATERIEL_INFO_202605296,pc portable,elitebook 10xx,0.223,non
NewYork_MATERIEL_INFO_202605297,pc portable,moyenne 13pouces,0.25,non
NewYork_MATERIEL_INFO_202605298,pc portable,precision 7xxx,0.304,non
NewYork_MATERIEL_INFO_202605299,pc fixe,"prodesk (tower, sff)",0.322,non
Paris_MATERIEL_INFO_202605290,souris,modèle par défaut,0.005,non
Shanghai_MATERIEL_INFO_202605291,pc portable,moyenne 14/15pouces,0.294,non
Shanghai_MATERIEL_INFO_202605293,serveur,serveur de stockage,2.5,non
Shanghai_MATERIEL_INFO_202605294,pc fixe,zhan,0.264,non
Shanghai_MATERIEL_INFO_202605295,pc fixe,"elite (tower, sff, one)",0.393,non
Shanghai_MATERIEL_INFO_202605296,pc fixe,elite mini,0.137,non
Shanghai_MATERIEL_INFO_202605297,pc fixe,"elite (tower, sff, one)",0.393,non
Shanghai_MATERIEL_INFO_202605298,pc fixe,"elitedesk (tower, sff, one)",0.393,non
LA_MATERIEL_INFO_202605302,pc fixe,precision tower 5xxx,0.44,non
Paris_MATERIEL_INFO_202605305,pc fixe,z,0.409,non
LA_MATERIEL_INFO_202605305,pc fixe,z,0.409,non
Shanghai_MATERIEL_INFO_202605301,pc fixe,zhan,0.264,non
LA_MATERIEL_INFO_202605304,pc fixe tout-en-un,modèle par défaut,0.352,non
LA_MATERIEL_INFO_202605303,pc fixe tout-en-un,optiplex all-in-one 5xxx,0.318,non
LONDON_MATERIEL_INFO_202605301,pc fixe tout-en-un,optiplex all-in-one 5xxx,0.318,non
Paris_MATERIEL_INFO_202605308,pc fixe tout-en-un,imac 21pouces retina,0.3,non
Paris_MATERIEL_INFO_202605301,pc fixe tout-en-un,imac pro,0.7,non
Shanghai_MATERIEL_INFO_202605305,pc portable,victus,0.267,non
Shanghai_MATERIEL_INFO_202605300,pc portable,elitebook 8xx,0.29,non
BERLIN_MATERIEL_INFO_202605300,pc portable,elitebook 10xx,0.223,non
BERLIN_MATERIEL_INFO_202605301,pc portable,latitude 5xxx,0.3,non
Shanghai_MATERIEL_INFO_202605307,pc portable,macbook air pre-retina,0.31,non
Paris_MATERIEL_INFO_202605304,pc portable,macbook air retina,0.176,non
Paris_MATERIEL_INFO_202605306,ecran,jusqu'à 23pouces,0.35,non
Shanghai_MATERIEL_INFO_202605303,ecran,24pouces-31pouces,0.43,non
Paris_MATERIEL_INFO_2026053010,ecran,32pouces et plus,0.59,non
NewYork_MATERIEL_INFO_202605300,vidéo projecteur,modèle par défaut,0.094,non
Paris_MATERIEL_INFO_202605302,smartphone,modèle par défaut,0.063,non
LONDON_MATERIEL_INFO_202605300,imprimante,laser à poser (<40kg),0.43,non
Shanghai_MATERIEL_INFO_202605304,imprimante,laser a3 (40-99kg),0.96,non
Paris_MATERIEL_INFO_202605303,imprimante,laser a3 (>100kg),1.8,non
BERLIN_MATERIEL_INFO_202605302,clavier,modèle par défaut,0.024,non
BERLIN_MATERIEL_INFO_202605304,serveur,modèle par défaut,1.3,non
Paris_MATERIEL_INFO_202605300,serveur,serveur de stockage,2.5,non
BERLIN_MATERIEL_INFO_202605310,pc portable,modèle par défaut,0.26,non
BERLIN_MATERIEL_INFO_202605311,pc fixe,prodesk mini/dm,0.1,non
BERLIN_MATERIEL_INFO_202605312,pc fixe,"elite (tower, sff, one)",0.393,non
BERLIN_MATERIEL_INFO_202605313,imprimante,laser a3 (>100kg),1.8,non
LONDON_MATERIEL_INFO_202605310,pc fixe,optiplex micro,0.174,non
LONDON_MATERIEL_INFO_202605311,pc fixe,rasberry pi 4,0.015,non
LONDON_MATERIEL_INFO_202605313,pc fixe,precision tower 5xxx,0.44,non
LONDON_MATERIEL_INFO_202605315,ecran,jusqu'à 23pouces,0.35,non
LONDON_MATERIEL_INFO_202605317,pc portable,chromebook 14-15pouces,0.17,non
LONDON_MATERIEL_INFO_202605319,pc portable,macbook pro 15/16pouces,0.33,non
LONDON_MATERIEL_INFO_2026053110,pc fixe tout-en-un,modèle par défaut,0.352,non
LONDON_MATERIEL_INFO_2026053111,clavier,modèle par défaut,0.024,non
LA_MATERIEL_INFO_202605310,pc fixe,"elitedesk (tower, sff, one)",0.393,non
LA_MATERIEL_INFO_202605312,pc fixe,modèle par défaut,0.35,non
LA_MATERIEL_INFO_202605313,pc fixe,zhan,0.264,non
NewYork_MATERIEL_INFO_202605310,pc portable,moyenne 14/15pouces,0.294,non
NewYork_MATERIEL_INFO_202605311,pc fixe,rasberry pi 4,0.015,non
NewYork_MATERIEL_INFO_202605312,souris,modèle par défaut,0.005,non
NewYork_MATERIEL_INFO_202605314,pc fixe,prodesk mini/dm,0.1,non
NewYork_MATERIEL_INFO_202605315,pc portable,macbook air retina,0.176,non
NewYork_MATERIEL_INFO_202605316,pc fixe,station de travail (moy),0.6,non
Paris_MATERIEL_INFO_202605310,pc portable,precision 7xxx,0.304,non
Paris_MATERIEL_INFO_202605311,ecran,jusqu'à 23pouces,0.35,non
Shanghai_MATERIEL_INFO_202605311,pc portable,modèle par défaut,0.26,non
Shanghai_MATERIEL_INFO_202605312,imprimante,laser à poser (<40kg),0.43,non
Shanghai_MATERIEL_INFO_202605313,pc portable,macbook pro 13pouces,0.256,non
Shanghai_MATERIEL_INFO_202605315,pc portable,moyenne 17pouces,0.365,non
Shanghai_MATERIEL_INFO_202605316,pc fixe,"elite (tower, sff, one)",0.393,non
Shanghai_MATERIEL_INFO_202605317,pc fixe,precision tower 5xxx,0.44,non
Shanghai_MATERIEL_INFO_202605319,smartphone,modèle par défaut,0.063,non
Shanghai_MATERIEL_INFO_2026053110,pc portable,latitude 7xxx,0.264,non
Shanghai_MATERIEL_INFO_2026053112,pc portable,elitebook 6xx,0.175,non
Paris_MATERIEL_INFO_202606013,pc fixe,optiplex micro,0.174,non
Paris_MATERIEL_INFO_202606016,pc fixe,optiplex tower,0.26,non
Paris_MATERIEL_INFO_202606017,pc fixe,precision tower 5xxx,0.44,non
Paris_MATERIEL_INFO_2026060113,pc fixe,zhan,0.264,non
NewYork_MATERIEL_INFO_202606016,pc fixe,station de travail (moy),0.6,non
LONDON_MATERIEL_INFO_202606012,pc fixe tout-en-un,modèle par défaut,0.352,non
LA_MATERIEL_INFO_202606011,pc fixe tout-en-un,optiplex all-in-one 7xxx,0.382,non
Shanghai_MATERIEL_INFO_202606011,pc fixe tout-en-un,imac 21pouces,0.29,non
Paris_MATERIEL_INFO_202606019,pc fixe tout-en-un,imac 21pouces,0.29,non
LA_MATERIEL_INFO_202606013,pc fixe tout-en-un,imac 21pouces retina,0.3,non
LONDON_MATERIEL_INFO_202606014,pc fixe tout-en-un,mac pro,0.9,non
Paris_MATERIEL_INFO_202606015,pc portable,chromebook 11-13pouces,0.175,non
BERLIN_MATERIEL_INFO_202606010,pc portable,elitebook 8xx,0.29,non
Paris_MATERIEL_INFO_2026060112,pc portable,zbook studio,0.379,non
LONDON_MATERIEL_INFO_202606011,pc portable,zbook,0.303,non
LONDON_MATERIEL_INFO_202606010,pc portable,zbook,0.303,non
NewYork_MATERIEL_INFO_202606014,pc portable,latitude 3xxx,0.22,non
NewYork_MATERIEL_INFO_202606010,pc portable,latitude 5xxx,0.3,non
LA_MATERIEL_INFO_202606010,pc portable,precision 7xxx,0.304,non
Paris_MATERIEL_INFO_202606018,pc portable,macbook air,0.25,non
LA_MATERIEL_INFO_202606012,pc portable,macbook air pre-retina,0.31,non
NewYork_MATERIEL_INFO_202606015,pc portable,macbook pro 13pouces,0.256,non
BERLIN_MATERIEL_INFO_202606013,ecran,jusqu'à 23pouces,0.35,non
BERLIN_MATERIEL_INFO_202606012,vidéo projecteur,pour salle,0.15,non
Paris_MATERIEL_INFO_202606014,vidéo projecteur,pour amphi,0.2,non
LA_MATERIEL_INFO_202606014,tablette,modèle par défaut,0.15,non
BERLIN_MATERIEL_INFO_202606011,tablette,modèle par défaut,0.15,non
NewYork_MATERIEL_INFO_202606017,station d'accueil,modèle par défaut,0.026,non
LONDON_MATERIEL_INFO_202606013,souris,modèle par défaut,0.005,non
Paris_MATERIEL_INFO_202606010,disque dur,modèle par défaut,0.01,non
LONDON_MATERIEL_INFO_202606020,pc portable,moyenne 14/15pouces,0.294,non
LONDON_MATERIEL_INFO_202606021,pc fixe tout-en-un,imac 21pouces retina,0.3,non
LONDON_MATERIEL_INFO_202606022,pc fixe tout-en-un,modèle par défaut,0.352,non
LONDON_MATERIEL_INFO_202606023,pc fixe tout-en-un,optiplex all-in-one 5xxx,0.318,non
LONDON_MATERIEL_INFO_202606024,pc fixe,"prodesk (tower, sff)",0.322,non
LONDON_MATERIEL_INFO_202606025,pc portable,modèle par défaut,0.26,non
LONDON_MATERIEL_INFO_202606026,pc portable,chromebook 11-13pouces,0.175,non
LONDON_MATERIEL_INFO_202606027,pc fixe,precision tower 5xxx,0.44,non
LONDON_MATERIEL_INFO_202606029,pc fixe,precision tower 3xxx,0.285,non
LONDON_MATERIEL_INFO_2026060210,pc portable,macbook air pre-retina,0.31,non
LONDON_MATERIEL_INFO_2026060212,vidéo projecteur,pour salle,0.15,non
LA_MATERIEL_INFO_202606021,pc portable,omen,0.356,non
LA_MATERIEL_INFO_202606022,pc fixe tout-en-un,imac pro,0.7,non
LA_MATERIEL_INFO_202606024,ecran,modèle par défaut,0.43,non
LA_MATERIEL_INFO_202606026,pc portable,moyenne 17pouces,0.365,non
LA_MATERIEL_INFO_202606027,pc fixe tout-en-un,modèle par défaut,0.352,non
LA_MATERIEL_INFO_202606028,pc fixe,modèle par défaut,0.35,non
NewYork_MATERIEL_INFO_202606020,smartphone,modèle par défaut,0.063,non
NewYork_MATERIEL_INFO_202606023,pc portable,macbook air,0.25,non
NewYork_MATERIEL_INFO_202606024,pc fixe,z,0.409,non
NewYork_MATERIEL_INFO_202606025,pc fixe tout-en-un,optiplex all-in-one 5xxx,0.318,non
NewYork_MATERIEL_INFO_202606028,serveur,modèle par défaut,1.3,non
NewYork_MATERIEL_INFO_202606029,pc fixe tout-en-un,imac pro,0.7,non
NewYork_MATERIEL_INFO_2026060210,pc fixe,z,0.409,non
NewYork_MATERIEL_INFO_2026060211,pc fixe,z,0.409,non
NewYork_MATERIEL_INFO_2026060212,pc portable,probook,0.226,non
Paris_MATERIEL_INFO_202606021,pc fixe,mac pro,0.9,non
Paris_MATERIEL_INFO_202606022,pc portable,latitude 5xxx,0.3,non
Paris_MATERIEL_INFO_202606023,vidéo projecteur,transportable,0.094,non
Paris_MATERIEL_INFO_202606027,pc fixe,station de travail (moy),0.6,non
Shanghai_MATERIEL_INFO_202606020,tablette,modèle par défaut,0.15,non
BERLIN_MATERIEL_INFO_202606030,pc portable,precision 7xxx,0.304,non
BERLIN_MATERIEL_INFO_202606031,imprimante,laser a3 (40-99kg),0.96,non
BERLIN_MATERIEL_INFO_202606034,pc fixe tout-en-un,optiplex all-in-one 5xxx,0.318,non
LONDON_MATERIEL_INFO_202606031,ecran,modèle par défaut,0.43,non
LONDON_MATERIEL_INFO_202606032,pc fixe,elite mini,0.137,non
LONDON_MATERIEL_INFO_202606033,pc fixe tout-en-un,imac 21pouces,0.29,non
LONDON_MATERIEL_INFO_202606034,pc portable,precision 5xxx,0.28,non
LONDON_MATERIEL_INFO_202606035,pc portable,latitude 3xxx,0.22,non
LONDON_MATERIEL_INFO_202606036,pc portable,chromebook 11-13pouces,0.175,non
LONDON_MATERIEL_INFO_202606037,pc fixe,"elitedesk (tower, sff, one)",0.393,non
LA_MATERIEL_INFO_202606030,pc fixe,mac pro,0.9,non
LA_MATERIEL_INFO_202606031,pc fixe,elitedesk dm,0.23,non
LA_MATERIEL_INFO_202606032,pc fixe tout-en-un,imac 27pouces retina,0.45,non
LA_MATERIEL_INFO_202606034,pc portable,zbook,0.303,non
LA_MATERIEL_INFO_202606035,pc fixe tout-en-un,imac 27pouces retina,0.45,non
LA_MATERIEL_INFO_202606037,pc fixe,optiplex tower,0.26,non
LA_MATERIEL_INFO_202606039,pc portable,victus,0.267,non
LA_MATERIEL_INFO_2026060310,pc portable,macbook air retina,0.176,non
LA_MATERIEL_INFO_2026060311,pc portable,macbook air,0.25,non
NewYork_MATERIEL_INFO_202606030,pc fixe,rasberry pi 4,0.015,non
NewYork_MATERIEL_INFO_202606032,pc portable,victus,0.267,non
NewYork_MATERIEL_INFO_202606034,vidéo projecteur,pour amphi,0.2,non
NewYork_MATERIEL_INFO_202606035,clavier,modèle par défaut,0.024,non
NewYork_MATERIEL_INFO_202606036,pc fixe,mac mini,0.27,non
NewYork_MATERIEL_INFO_202606037,imprimante,laser a3 (40-99kg),0.96,non
NewYork_MATERIEL_INFO_202606039,telephone ip,modèle par défaut,0.017,non
NewYork_MATERIEL_INFO_2026060310,pc fixe,z,0.409,non
NewYork_MATERIEL_INFO_2026060311,pc portable,chromebook 14-15pouces,0.17,non
NewYork_MATERIEL_INFO_2026060312,ecran,modèle par défaut,0.43,non
Paris_MATERIEL_INFO_202606030,pc fixe,pc fixe (moy),0.3,non
Paris_MATERIEL_INFO_202606032,serveur,serveur de stockage,2.5,non
Paris_MATERIEL_INFO_202606035,pc portable,precision 5xxx,0.28,non
Paris_MATERIEL_INFO_202606037,disque dur,modèle par défaut,0.01,non
Paris_MATERIEL_INFO_202606038,pc fixe,modèle par défaut,0.35,non
Paris_MATERIEL_INFO_202606039,borne wifi,modèle par défaut,0.01,non
Paris_MATERIEL_INFO_2026060310,pc fixe,prodesk mini/dm,0.1,non
Shanghai_MATERIEL_INFO_202606030,ecran,24pouces-31pouces,0.43,non
Shanghai_MATERIEL_INFO_202606031,pc portable,latitude 7xxx,0.264,non
Shanghai_MATERIEL_INFO_202606033,pc portable,elitebook 6xx,0.175,non
Shanghai_MATERIEL_INFO_202606034,pc fixe,mac pro,0.9,non
Shanghai_MATERIEL_INFO_202606036,ecran,24pouces-31pouces,0.43,non
BERLIN_MATERIEL_INFO_202606045,pc fixe,optiplex small,0.24,non
BERLIN_MATERIEL_INFO_202606044,pc fixe,optiplex tower,0.26,non
Shanghai_MATERIEL_INFO_202606044,pc fixe,"elite (tower, sff, one)",0.393,non
Shanghai_MATERIEL_INFO_202606041,pc fixe tout-en-un,imac 27pouces retina,0.45,non
LONDON_MATERIEL_INFO_202606040,pc portable,modèle par défaut,0.26,non
LONDON_MATERIEL_INFO_202606043,pc portable,victus,0.267,non
Shanghai_MATERIEL_INFO_202606045,pc portable,chromebook 11-13pouces,0.175,non
Shanghai_MATERIEL_INFO_202606046,pc portable,elitebook 10xx,0.223,non
LONDON_MATERIEL_INFO_202606041,pc portable,elitebook 10xx,0.223,non
LA_MATERIEL_INFO_202606041,pc portable,latitude 3xxx,0.22,non
BERLIN_MATERIEL_INFO_202606043,pc portable,precision 3xxx,0.266,non
BERLIN_MATERIEL_INFO_202606040,pc portable,precision 5xxx,0.28,non
Shanghai_MATERIEL_INFO_202606042,pc portable,moyenne 13pouces,0.25,non
Paris_MATERIEL_INFO_202606041,pc portable,moyenne 13pouces,0.25,non
Paris_MATERIEL_INFO_202606040,pc portable,moyenne 14/15pouces,0.294,non
NewYork_MATERIEL_INFO_202606041,vidéo projecteur,transportable,0.094,non
BERLIN_MATERIEL_INFO_202606042,disque dur,modèle par défaut,0.01,non
Paris_MATERIEL_INFO_202606050,pc fixe,modèle par défaut,0.35,non
LA_MATERIEL_INFO_202606054,pc fixe,optiplex small,0.24,non
